gene_id,Apoly_Dec_1,Apoly_Dec_2,Apoly_Dec_3,Apoly_Dec_4,Apoly_Dec_5,Apoly_Feb_1,Apoly_Feb_2,Apoly_Feb_3,Apoly_Feb_4,Apoly_Feb_5
gene-LOC110952250|LOC110952250,34,22,10,14,14,9,9,26,12,3
gene-LOC110949641|LOC110949641,3,0,0,0,0,0,0,1,0,2
gene-LOC110952224|LOC110952224,0,0,0,0,0,0,0,0,0,0
gene-LOC110965668|LOC110965668,53,42,29,31,53,19,13,11,12,14
gene-LOC110967045|LOC110967045,20,17,16,13,19,10,8,5,9,5
gene-trnar-ccg-8|trnar-ccg,0,0,0,0,0,0,0,1,0,0
gene-dnajc10|dnajc10,9,32,33,28,35,13,27,106,79,83
gene-LOC110955067|LOC110955067,0,0,0,4,2,0,0,0,0,2
gene-LOC110962557|LOC110962557,16,16,23,43,41,30,13,24,22,33
gene-LOC110958931|LOC110958931,0,0,0,0,0,0,0,0,0,0
gene-supt6h|supt6h,153,184,433,272,372,326,448,517,568,556
gene-tmc3|tmc3,0,0,0,0,0,0,0,0,0,0
gene-znf280d|znf280d,28,33,22,23,27,13,9,14,9,20
gene-fnbp1l|fnbp1l,10,8,21,20,17,4,6,0,7,8
gene-LOC110946970|LOC110946970,2,0,2,7,4,0,0,0,0,1
gene-LOC110972720|LOC110972720,83,75,82,112,123,115,35,32,32,46
gene-LOC110949909|LOC110949909,3,0,0,2,0,2,0,3,3,0
gene-exosc2|exosc2,29,30,26,32,35,13,15,39,29,31
gene-LOC110955066|LOC110955066,4,54,2,2,3,7,0,81,0,0
gene-pcf11|pcf11,250,322,422,390,490,500,505,395,638,576
gene-LOC110947218|LOC110947218,47,18,16,19,14,3,7,17,13,17
gene-trnal-cag-19|trnal-cag,0,0,0,0,0,0,0,0,0,0
gene-LOC110948177|LOC110948177,0,3,3,7,15,8,8,3,4,8
gene-hsd11b2|hsd11b2,5,11,11,15,12,3,4,8,0,10
gene-LOC110958989|LOC110958989,7,20,31,13,21,40,46,27,67,68
gene-LOC110960937|LOC110960937,7,6,12,9,5,23,8,6,8,7
gene-ebna1bp2|ebna1bp2,33,49,90,59,84,137,203,250,265,308
gene-LOC110968214|LOC110968214,0,0,0,0,0,0,0,0,0,0
gene-LOC110959695|LOC110959695,41,12,75,61,23,18,47,44,67,84
gene-LOC110950945|LOC110950945,48,86,114,100,164,67,61,70,82,41
gene-ccdc146|ccdc146,2,0,0,0,0,0,0,0,0,0
gene-mrm3|mrm3,6,20,9,0,9,21,35,36,42,33
gene-LOC110972118|LOC110972118,14,31,43,30,51,10,10,16,6,13
gene-szt2|szt2,16,32,31,21,13,4,4,4,0,2
gene-LOC110962012|LOC110962012,2,64,27,0,188,5,2,7,0,3
gene-rasal1|rasal1,0,0,0,2,0,0,2,0,0,0
gene-abi1|abi1,288,242,188,166,229,101,66,123,107,79
gene-LOC110954633|LOC110954633,74,33,11,31,19,12,0,14,10,16
gene-gsn|gsn,346,376,325,304,400,80,141,97,96,63
gene-enpp6|enpp6,0,0,0,3,0,0,3,0,0,0
gene-cwc25|cwc25,37,56,79,56,67,84,131,77,114,160
gene-LOC110972491|LOC110972491,124,95,114,116,89,22,22,34,45,29
gene-LOC110967827|LOC110967827,0,4,2,5,5,15,5,6,13,11
gene-LOC110951211|LOC110951211,0,5,3,0,6,7,11,10,5,11
gene-LOC110967780|LOC110967780,65,119,287,130,191,421,458,637,417,342
gene-LOC110949646|LOC110949646,0,0,0,0,0,2,0,0,0,0
gene-LOC110965636|LOC110965636,0,0,0,0,0,0,0,0,0,0
gene-LOC110971047|LOC110971047,268,309,342,318,442,389,413,539,416,446
gene-LOC110968316|LOC110968316,0,0,6,0,0,3,0,0,0,0
gene-LOC110945712|LOC110945712,0,0,0,0,0,0,0,0,0,0
gene-LOC110946853|LOC110946853,0,2,0,1,2,1,2,2,0,3
gene-LOC110952935|LOC110952935,61,35,26,28,16,0,22,10,27,14
gene-LOC110956762|LOC110956762,166,90,94,77,70,46,41,28,60,57
gene-LOC110947682|LOC110947682,0,0,0,0,0,0,0,0,0,0
gene-pth|pth,0,0,0,0,0,0,0,0,0,0
gene-acat1|acat1,44,25,52,47,64,39,43,74,59,21
gene-LOC110960298|LOC110960298,0,0,0,0,0,0,0,0,0,0
gene-trnaa-agc-2|trnaa-agc,0,0,0,0,0,0,0,0,0,0
gene-LOC110956379|LOC110956379,116,94,77,96,107,50,58,66,50,91
gene-pappa|pappa,0,0,0,0,0,0,0,0,0,0
gene-LOC110956550|LOC110956550,0,0,0,0,0,0,0,0,0,0
gene-pdia3|pdia3,1351,1479,1343,940,1397,758,2437,6053,5144,3077
gene-poglut1|poglut1,49,64,56,61,33,20,17,40,25,13
gene-LOC110952435|LOC110952435,7,2,5,3,11,2,9,2,2,6
gene-cript|cript,75,72,44,45,66,46,85,114,106,67
gene-LOC110964864|LOC110964864,43,39,12,17,42,33,51,67,31,50
gene-LOC110948535|LOC110948535,170,62,53,60,82,39,85,37,71,67
gene-LOC110948132|LOC110948132,6,3,5,9,6,24,24,6,6,15
gene-LOC110957380|LOC110957380,3,11,7,11,3,20,22,13,30,20
gene-msi2|msi2,71,36,56,46,62,124,163,133,85,91
gene-LOC110968792|LOC110968792,3,5,7,11,8,9,10,3,6,12
gene-LOC110958140|LOC110958140,0,0,4,0,5,0,0,0,0,0
gene-trnak-uuu-22|trnak-uuu,0,0,0,0,0,0,0,0,0,0
gene-LOC110952775|LOC110952775,0,0,0,0,0,0,0,0,0,0
gene-LOC110967083,0,2,0,0,0,2,2,0,0,0
gene-trnat-cgu|trnat-cgu,0,0,0,0,0,0,0,0,0,0
gene-LOC110972626|LOC110972626,9,16,13,7,7,9,11,2,4,2
gene-LOC110951135|LOC110951135,8,4,7,6,5,0,0,3,0,0
gene-LOC110958273|LOC110958273,0,0,3,15,4,0,0,0,0,3
gene-wnt9b|wnt9b,0,0,0,0,0,4,0,0,3,3
gene-ypel5|ypel5,84,114,141,110,147,93,135,105,172,114
gene-LOC110945211|LOC110945211,8,0,0,0,2,0,0,4,5,0
gene-LOC110950310|LOC110950310,271,271,488,359,427,275,130,143,94,116
gene-commd8|commd8,138,170,81,135,122,50,39,67,40,50
gene-LOC110949487|LOC110949487,9,16,17,16,15,12,22,15,14,18
gene-LOC110968696|LOC110968696,10,3,4,4,7,4,0,0,2,0
gene-slc9a7|slc9a7,79,86,64,72,43,8,10,12,13,20
gene-LOC110946666|LOC110946666,5,5,7,6,8,5,6,2,3,5
gene-cdc16|cdc16,31,19,20,33,42,23,19,44,31,43
gene-nab1|nab1,5,23,107,15,38,16,17,11,13,31
gene-rapgef1|rapgef1,299,494,850,499,680,269,396,481,424,398
gene-LOC110951354|LOC110951354,17,8,8,9,2,2,0,3,2,4
gene-LOC110950454|LOC110950454,44,54,31,26,40,4,5,20,2,0
gene-LOC110963993|LOC110963993,8257,4365,4196,4768,4605,4829,6373,6091,5715,4362
gene-sec22a|sec22a,59,55,63,32,64,61,86,196,181,166
gene-LOC110961196|LOC110961196,9,5,6,0,3,6,3,0,0,6
gene-LOC110964591|LOC110964591,0,0,0,0,0,0,0,0,0,0
gene-LOC110970969|LOC110970969,8,12,17,24,14,0,10,7,22,16
gene-LOC110947453|LOC110947453,1,1,0,1,0,0,0,0,0,0
gene-LOC110959234|LOC110959234,49,38,32,37,41,33,27,14,15,10
gene-LOC110959312|LOC110959312,0,0,1,4,0,0,0,0,0,0
gene-LOC110972289|LOC110972289,0,0,0,0,0,0,0,0,0,0
gene-cnpy3|cnpy3,75,66,78,72,94,20,92,182,218,104
gene-LOC110959292|LOC110959292,0,0,0,0,0,0,0,0,0,0
gene-LOC110953270|LOC110953270,13,31,50,41,29,26,53,109,115,80
gene-nkx2-5|nkx2-5,0,0,0,0,0,0,2,0,0,0
gene-cacna1d|cacna1d,0,4,0,0,0,0,1,0,0,0
gene-LOC110970238|LOC110970238,65,79,87,97,86,121,113,75,126,87
gene-LOC110950399|LOC110950399,5,0,0,0,2,0,6,0,4,0
gene-LOC110965122|LOC110965122,36,29,59,30,46,37,126,243,151,448
gene-LOC110972495|LOC110972495,0,0,0,0,0,0,0,0,0,0
gene-tdrd3|tdrd3,40,37,58,50,62,54,49,94,125,67
gene-LOC110966739|LOC110966739,7,12,7,9,9,2,2,0,0,0
gene-gba|gba,166,162,135,121,168,52,66,91,82,57
gene-LOC110971968|LOC110971968,8,12,14,18,11,11,5,13,17,10
gene-LOC110966359|LOC110966359,176,151,230,168,299,272,318,261,362,363
gene-LOC110947946|LOC110947946,326,134,172,268,349,252,251,143,205,108
gene-LOC110952699|LOC110952699,5,6,0,6,6,0,0,7,0,3
gene-LOC110955211|LOC110955211,72,52,130,71,100,117,144,123,150,122
gene-sars2|sars2,0,9,12,20,8,6,15,33,26,24
gene-ndufa11|ndufa11,187,251,127,176,160,126,112,174,130,125
gene-LOC110953460|LOC110953460,164,140,156,125,138,34,75,138,57,64
gene-LOC110947545,0,0,0,0,0,0,0,0,0,0
gene-LOC110971733|LOC110971733,0,0,2,0,0,0,0,0,0,0
gene-LOC110948677|LOC110948677,243,339,232,197,228,90,139,61,78,53
gene-elp5|elp5,25,29,17,32,13,10,12,60,35,31
gene-LOC110965720|LOC110965720,28,22,25,16,13,14,3,5,2,2
gene-LOC110948372|LOC110948372,0,0,0,0,0,0,0,0,0,0
gene-mgst3|mgst3,2575,3126,2274,2212,2002,904,830,593,811,496
gene-LOC110962402|LOC110962402,0,0,0,0,0,0,0,0,0,0
gene-mvd|mvd,34,38,155,11,18,20,758,133,631,1564
gene-tnfsf13b|tnfsf13b,5,4,2,13,5,5,0,2,9,8
gene-LOC110959757|LOC110959757,15,12,18,22,20,35,51,62,80,77
gene-LOC110967805|LOC110967805,0,0,0,0,0,0,0,0,0,0
gene-LOC110972059|LOC110972059,0,0,0,0,0,0,0,0,0,0
gene-crabp1|crabp1,0,0,0,0,0,0,0,0,0,0
gene-gphn|gphn,0,0,0,0,0,0,0,0,0,0
gene-fbl|fbl,105,135,353,147,384,544,733,759,1008,934
gene-apc|apc,139,185,298,296,262,175,207,219,279,264
gene-LOC110972745|LOC110972745,0,0,0,0,0,0,0,0,0,0
gene-LOC110958713|LOC110958713,0,4,3,6,5,2,0,2,6,3
gene-pola1|pola1,56,21,46,54,86,0,4,2,0,2
gene-LOC110966920|LOC110966920,3,4,1,0,2,4,3,1,2,4
gene-LOC110957011|LOC110957011,29,30,15,17,20,13,11,6,11,10
gene-LOC110949413|LOC110949413,15,3,4,0,6,4,7,20,13,12
gene-LOC110955471|LOC110955471,2,0,5,0,5,0,6,6,19,13
gene-LOC110970210|LOC110970210,0,0,3,3,0,0,0,0,5,0
gene-trnae-uuc-8|trnae-uuc,0,0,0,0,0,0,0,0,0,0
gene-ide|ide,82,87,152,125,90,19,72,100,149,123
gene-cunh4orf22|cunh4orf22,0,0,0,0,0,0,0,0,0,0
gene-LOC110968536|LOC110968536,0,0,0,0,2,0,0,0,0,0
gene-LOC110945188|LOC110945188,1,0,0,2,1,0,0,2,1,1
gene-brms1|brms1,37,28,30,37,54,38,14,35,21,26
gene-cunh5orf49|cunh5orf49,0,0,0,0,0,0,0,0,0,0
gene-LOC110960223|LOC110960223,0,0,0,0,0,0,0,0,0,0
gene-ankrd39|ankrd39,16,0,6,2,4,3,12,5,7,0
gene-LOC110971495|LOC110971495,0,0,0,0,0,0,0,0,0,0
gene-LOC110955470|LOC110955470,5,11,0,5,0,7,3,4,9,0
gene-nifk|nifk,38,66,136,54,145,228,327,353,403,450
gene-setd1a|setd1a,3,15,32,24,15,18,30,24,33,31
gene-rpl15|rpl15,8972,9660,7171,9707,8677,9383,7417,6903,7550,6725
gene-LOC110958079|LOC110958079,12,24,21,17,12,3,0,2,4,9
gene-LOC110950401|LOC110950401,5,3,10,15,18,12,24,33,37,38
gene-slc39a14|slc39a14,8,9,0,0,2,2,0,0,0,0
gene-icam5|icam5,9,24,9,23,158,15,4,9,13,8
gene-LOC110966045|LOC110966045,39,24,41,36,41,8,18,11,14,9
gene-LOC110966513|LOC110966513,0,2,0,0,0,0,0,0,0,0
gene-timm10b|timm10b,5,3,12,8,20,11,17,29,21,22
gene-ccnt2|ccnt2,102,101,161,136,174,192,180,118,160,152
gene-tagln|tagln,281,382,205,168,332,156,143,79,111,102
gene-LOC110956421|LOC110956421,160,135,112,157,109,65,101,179,105,88
gene-ppp1r14c|ppp1r14c,0,2,0,0,0,0,0,0,0,0
gene-LOC110968271|LOC110968271,0,0,0,0,0,0,0,0,0,0
gene-p4hb|p4hb,4642,5451,5019,3832,4324,3886,7875,11689,11447,7542
gene-LOC110954940,0,0,0,3,0,0,0,0,0,0
gene-LOC110957848|LOC110957848,3,0,2,0,5,0,0,0,0,0
gene-LOC110945255|LOC110945255,142,109,220,102,151,160,160,119,230,135
gene-LOC110951689|LOC110951689,0,7,0,0,5,2,3,0,0,0
gene-LOC110972124|LOC110972124,5,0,0,9,0,0,2,0,2,0
gene-LOC110970691|LOC110970691,0,0,0,0,0,0,0,0,0,0
gene-LOC110953082|LOC110953082,0,0,0,2,0,0,0,0,0,0
gene-LOC110946682|LOC110946682,2,4,3,6,2,0,0,2,0,0
gene-LOC110948854|LOC110948854,0,0,0,0,0,0,0,0,0,0
gene-trnat-cgu-2|trnat-cgu,0,0,0,0,0,0,0,0,0,0
gene-LOC110956782|LOC110956782,0,0,0,0,0,0,0,0,0,0
gene-LOC110965769|LOC110965769,0,0,0,0,0,0,0,0,0,0
gene-glmn|glmn,18,12,6,7,9,6,0,0,0,5
gene-LOC110951616|LOC110951616,8,22,65,11,31,24,64,35,53,75
gene-ptrh2|ptrh2,13,13,10,7,6,4,7,4,9,11
gene-sema4b|sema4b,14,52,68,58,67,86,49,50,94,88
gene-strn|strn,152,111,127,104,147,113,95,111,139,127
gene-LOC110962595|LOC110962595,0,0,2,0,0,0,0,0,0,0
gene-LOC110963611|LOC110963611,328,466,986,632,791,530,531,558,492,474
gene-LOC110967253|LOC110967253,0,0,0,0,0,0,0,2,0,0
gene-carmil3|carmil3,0,0,0,0,0,2,0,0,0,0
gene-LOC110949014|LOC110949014,1337,45,30,110,171,20,36,76,50,49
gene-drc7|drc7,3,12,0,0,0,2,0,4,3,0
gene-LOC110946129|LOC110946129,0,0,0,0,0,0,0,0,0,0
gene-LOC110965619|LOC110965619,200,226,128,179,165,50,106,159,132,133
gene-LOC110972526|LOC110972526,0,0,0,0,0,0,0,0,0,0
gene-LOC110968383|LOC110968383,14,6,6,12,7,7,4,9,7,5
gene-LOC110947830|LOC110947830,2,9,0,7,5,6,7,0,4,6
gene-LOC110965097|LOC110965097,2,46,0,22,0,0,0,0,0,0
gene-LOC110960613|LOC110960613,0,0,0,3,4,0,0,0,2,2
gene-dmxl2|dmxl2,123,86,95,80,71,60,17,38,19,18
gene-LOC110970410|LOC110970410,38,29,42,21,42,60,90,150,155,70
gene-LOC110964461|LOC110964461,9,5,4,7,10,2,3,5,2,5
gene-parp12|parp12,78,86,45,29,44,16,18,42,44,42
gene-LOC110971287,0,0,0,0,0,0,0,0,0,0
gene-znf512b|znf512b,58,32,54,46,47,28,18,12,30,13
gene-LOC110958965|LOC110958965,406,730,475,338,482,356,476,808,620,373
gene-trnav-cac-5|trnav-cac,0,0,0,0,0,0,0,0,0,0
gene-LOC110955045|LOC110955045,399,148,103,99,68,30,18,13,21,18
gene-tbc1d24|tbc1d24,29,8,11,6,0,6,6,3,7,0
gene-LOC110971690|LOC110971690,2803,2674,2323,2461,2558,938,1605,1243,1732,1313
gene-trnaq-uug-5|trnaq-uug,0,0,0,0,0,0,0,0,0,0
gene-LOC110947004|LOC110947004,12,4,2,9,27,1,0,0,0,0
gene-ap3b1|ap3b1,65,64,82,42,85,26,77,205,203,125
gene-LOC110968109|LOC110968109,5,4,2,5,7,0,3,0,0,2
gene-scg5|scg5,2,0,3,0,0,0,0,0,0,2
gene-LOC110950872|LOC110950872,59,26,0,21,25,23,32,27,30,34
gene-LOC110963585|LOC110963585,0,0,0,0,2,0,3,0,2,2
gene-LOC110951145|LOC110951145,85,124,36,48,40,15,19,44,30,23
gene-vtn|vtn,3174,2665,4153,3693,2235,598,1909,1670,2187,2393
gene-LOC110970488|LOC110970488,0,0,0,17,0,0,0,2,0,0
gene-LOC110950849|LOC110950849,2886,1670,1632,1313,1710,987,642,712,487,384
gene-LOC110951465|LOC110951465,3,1,4,0,2,16,8,4,3,6
gene-LOC110957990|LOC110957990,7,8,7,7,8,27,11,5,14,14
gene-LOC110955146|LOC110955146,2,2,0,0,0,0,0,0,0,0
gene-ier5l|ier5l,8,4,12,0,12,27,14,18,6,9
gene-pnpo|pnpo,196,76,76,70,136,571,328,369,341,238
gene-trnaq-cug-11|trnaq-cug,0,0,0,0,0,0,0,0,0,0
gene-nmt1|nmt1,138,233,213,102,154,111,198,257,260,329
gene-LOC110945499|LOC110945499,7,5,2,4,3,0,3,3,4,11
gene-LOC110968771|LOC110968771,0,0,0,0,0,0,0,0,0,0
gene-LOC110971666|LOC110971666,0,0,0,0,0,0,0,0,0,0
gene-LOC110966408|LOC110966408,10,26,15,19,14,19,10,13,11,5
gene-LOC110968935|LOC110968935,0,0,0,0,0,0,0,0,0,0
gene-LOC110968016|LOC110968016,0,0,0,0,0,10,0,0,0,4
gene-cdyl2|cdyl2,58,38,19,27,26,20,15,18,15,40
gene-LOC110947155|LOC110947155,1,0,3,3,2,0,0,1,0,2
gene-LOC110956522|LOC110956522,0,0,0,0,0,0,0,0,0,0
gene-drc1|drc1,0,0,0,0,0,0,0,0,0,0
gene-sbds|sbds,85,83,74,75,119,73,109,176,141,158
gene-ush1c|ush1c,7,8,17,3,5,3,3,8,5,11
gene-thap11|thap11,9,19,17,24,27,21,29,73,88,56
gene-ect2|ect2,34,7,17,39,45,0,0,0,0,0
gene-rpl39|rpl39,4172,4542,3356,4044,4891,4785,3080,3371,3054,2954
gene-LOC110957958|LOC110957958,0,0,0,0,0,0,0,0,0,0
gene-LOC110958178|LOC110958178,0,0,0,0,0,0,0,0,0,0
gene-LOC110948046|LOC110948046,21308,31580,18068,20959,21948,4010,7312,6309,6466,6412
gene-LOC110946681|LOC110946681,0,0,0,1,0,0,0,0,0,0
gene-LOC110968765|LOC110968765,0,0,0,0,0,0,0,0,0,2
gene-LOC110962525|LOC110962525,5,13,5,10,6,0,6,3,7,4
gene-tmprss2|tmprss2,328,226,261,200,265,81,114,133,105,80
gene-LOC110945585|LOC110945585,1,1,1,0,1,0,3,2,6,3
gene-LOC110960255|LOC110960255,12,0,10,12,8,10,15,21,28,14
gene-LOC110963504|LOC110963504,26,27,43,35,41,49,79,98,94,69
gene-LOC110960115|LOC110960115,4,5,0,0,4,9,0,3,4,3
gene-LOC110968283|LOC110968283,181,182,111,135,136,39,51,92,87,61
gene-foxl2|foxl2,0,0,0,0,0,0,0,0,0,0
gene-sapcd2|sapcd2,16,21,16,20,27,16,6,19,6,7
gene-LOC110945309|LOC110945309,0,0,0,0,0,0,0,0,0,0
gene-trnap-cgg-14|trnap-cgg,0,0,0,0,0,0,0,0,0,0
gene-LOC110965823|LOC110965823,0,0,0,0,0,0,0,0,0,0
gene-pomt1|pomt1,60,64,42,58,68,26,25,47,15,12
gene-LOC110962042|LOC110962042,2,5,0,2,0,6,4,0,0,0
gene-trnat-agu-10|trnat-agu,0,0,0,0,0,0,0,0,0,0
gene-LOC110959433|LOC110959433,0,6,5,9,8,0,5,14,8,11
gene-LOC110969854|LOC110969854,0,0,0,0,0,0,10,8,6,6
gene-LOC110952327|LOC110952327,0,0,0,0,3,0,0,0,0,0
gene-LOC110972033|LOC110972033,12,29,20,15,16,72,107,67,62,76
gene-LOC110967342|LOC110967342,0,0,0,6,0,0,0,0,3,0
gene-trnai-uau-4|trnai-uau,0,0,0,0,0,0,0,0,0,0
gene-LOC110949499|LOC110949499,0,0,30,0,6,5,2,2,0,0
gene-LOC110953309|LOC110953309,38,41,27,37,52,16,43,54,49,41
gene-LOC110968015|LOC110968015,164,106,73,150,175,59,116,174,137,108
gene-LOC110945842|LOC110945842,0,2,0,0,0,0,0,0,0,0
gene-LOC110966899|LOC110966899,0,0,0,0,0,0,0,0,0,0
gene-LOC110951192|LOC110951192,131,44,34,23,44,41,29,77,21,17
gene-kif6|kif6,0,0,0,0,0,0,0,0,0,0
gene-eef1d|eef1d,41,50,32,66,131,31,36,38,39,30
gene-LOC110969425|LOC110969425,3,0,8,7,5,12,3,6,3,11
gene-LOC110959991|LOC110959991,0,2,0,5,0,0,0,2,3,2
gene-LOC110958692|LOC110958692,0,0,0,0,0,0,0,0,0,0
gene-npc1l1|npc1l1,1239,245,595,139,360,158,1061,292,967,1381
gene-nipsnap2|nipsnap2,53,75,58,29,59,11,113,27,60,98
gene-LOC110969344|LOC110969344,0,0,0,0,0,0,0,0,0,0
gene-plac8l1|plac8l1,6,4,6,4,16,7,17,7,14,17
gene-LOC110953394|LOC110953394,0,0,0,0,0,0,0,0,0,0
gene-LOC110966452|LOC110966452,2,0,0,0,0,0,0,0,0,0
gene-unc119|unc119,0,0,0,0,0,0,0,0,0,0
gene-LOC110968603|LOC110968603,0,0,0,2,0,0,0,0,0,0
gene-LOC110955463|LOC110955463,0,0,0,0,0,0,0,0,0,0
gene-pptc7|pptc7,2136,1165,3125,1001,1821,1150,723,664,697,417
gene-slc24a2|slc24a2,0,0,0,0,0,0,0,0,0,0
gene-LOC110961853|LOC110961853,7,0,10,8,4,0,3,0,12,8
gene-LOC110950294|LOC110950294,10,68,22,8,16,31,10,9,6,8
gene-LOC110945936|LOC110945936,0,0,0,1,3,0,0,0,0,0
gene-def6|def6,19,26,21,25,20,10,16,10,5,13
gene-LOC110946582|LOC110946582,3,1,7,4,4,0,0,2,2,3
gene-LOC110969659|LOC110969659,0,0,0,0,0,0,0,0,0,0
gene-bmpr2|bmpr2,360,173,192,202,188,64,56,133,90,59
gene-klhl34|klhl34,0,0,0,0,0,0,0,0,0,0
gene-hcn2|hcn2,0,0,0,0,0,2,0,0,0,0
gene-LOC110946504|LOC110946504,0,0,0,1,0,0,0,0,0,0
gene-LOC110955216|LOC110955216,80,89,96,130,417,22,54,18,35,41
gene-sf3b2|sf3b2,84,143,166,146,164,113,155,234,224,207
gene-LOC110960579|LOC110960579,83,150,46,63,50,7,11,15,9,10
gene-trnaa-cgc-5|trnaa-cgc,0,0,0,0,0,0,0,0,0,0
gene-LOC110946308|LOC110946308,0,0,0,0,0,0,0,0,0,0
gene-LOC110962002|LOC110962002,0,0,0,0,0,0,0,0,0,0
gene-msmo1|msmo1,1065,3106,2506,1039,1474,286,10735,309,4762,11193
gene-LOC110956303|LOC110956303,0,0,0,0,0,0,0,0,0,0
gene-fbxo10|fbxo10,9,6,6,0,10,2,4,4,5,5
gene-LOC110948109|LOC110948109,0,0,0,0,0,0,0,0,0,0
gene-LOC110948065|LOC110948065,0,0,0,3,0,0,2,0,0,0
gene-LOC110968323|LOC110968323,0,2,0,4,0,0,5,2,0,2
gene-LOC110969959|LOC110969959,621,318,397,588,923,196,381,482,438,369
gene-LOC110947607|LOC110947607,35,78,122,36,77,162,1406,2346,2613,1383
gene-LOC110946585|LOC110946585,0,0,0,0,0,0,0,0,0,0
gene-LOC110946333|LOC110946333,0,0,0,0,0,0,0,0,0,0
gene-LOC110955144|LOC110955144,22,92,23,8,17,17,52,12,20,10
gene-LOC110956744|LOC110956744,408,1328,106,2084,399,55,22,20,13,31
gene-klf2|klf2,47,49,43,79,173,34,19,26,26,40
gene-tollip|tollip,170,173,150,146,203,67,119,175,148,139
gene-LOC110956891|LOC110956891,77,28,32,36,29,67,24,37,9,9
gene-LOC110963956|LOC110963956,0,0,0,0,0,0,0,0,0,0
gene-satb2|satb2,0,0,0,0,0,0,0,0,0,0
gene-LOC110962295|LOC110962295,8,6,0,7,12,6,6,5,2,7
gene-actr3|actr3,324,333,247,263,313,91,78,124,108,86
gene-LOC110949917|LOC110949917,155,19,1388,15,49,211,78,126,193,107
gene-LOC110946731|LOC110946731,18,18,21,12,26,27,44,40,35,35
gene-trnav-aac|trnav-aac,0,0,0,0,0,0,0,0,0,0
gene-trnaf-gaa-7|trnaf-gaa,0,0,0,0,0,0,0,0,0,0
gene-ush1g|ush1g,5,10,9,11,6,0,5,5,6,4
gene-LOC110961153|LOC110961153,25,12,12,26,15,11,20,18,16,24
gene-tmem101|tmem101,24,29,27,28,47,15,14,14,23,24
gene-LOC110969962|LOC110969962,0,0,0,0,0,0,0,0,0,0
gene-LOC110950791|LOC110950791,408,439,208,300,268,50,105,115,90,90
gene-LOC110960917|LOC110960917,0,6,5,0,6,4,11,3,4,4
gene-LOC110953006|LOC110953006,292,269,337,248,374,389,348,392,368,324
gene-LOC110966106|LOC110966106,56,39,46,52,55,47,22,64,35,42
gene-cxcr3|cxcr3,30,36,22,43,26,10,14,5,11,11
gene-LOC110961881|LOC110961881,76,45,35,38,47,30,20,50,35,28
gene-LOC110962337|LOC110962337,33,29,20,30,28,3,8,21,0,21
gene-LOC110966447|LOC110966447,60,17,29,50,66,0,0,2,0,0
gene-LOC110960662|LOC110960662,63,264,570,411,436,74,31,126,97,48
gene-cunh22orf15|cunh22orf15,0,0,0,0,0,0,0,0,0,0
gene-pltp|pltp,198,563,223,160,180,474,854,668,1306,1806
gene-setd9|setd9,6,3,6,8,10,0,0,13,6,0
gene-LOC110946166|LOC110946166,0,0,0,0,0,0,0,0,0,0
gene-LOC110951114|LOC110951114,6,5,1,5,15,0,0,2,2,2
gene-LOC110970698|LOC110970698,18,0,8,13,6,4,6,13,0,10
gene-lgmn|lgmn,2410,1826,1887,1505,1717,606,1227,2531,1335,1087
gene-LOC110947244|LOC110947244,3,3,1,1,2,2,0,3,1,2
gene-rbl2|rbl2,60,17,25,33,37,4,8,4,10,8
gene-LOC110946927|LOC110946927,3,4,6,3,6,2,7,7,15,19
gene-LOC110949373|LOC110949373,0,4,3,5,6,0,2,0,2,0
gene-ncapg|ncapg,85,35,73,109,156,0,0,7,0,0
STRG.10668|LOC110960421,4,2,7,10,9,13,7,16,5,15
gene-trnac-gca-13|trnac-gca,0,0,0,0,0,0,0,0,0,0
gene-limd2|limd2,17,20,24,24,106,26,22,6,23,18
gene-LOC110968515|LOC110968515,0,0,0,0,0,0,0,0,0,0
gene-trnap-ugg-11|trnap-ugg,0,0,0,0,0,0,0,0,0,0
gene-LOC110953524|LOC110953524,536,392,175,189,138,47,41,165,74,50
gene-LOC110949046|LOC110949046,7,13,7,19,10,4,0,2,6,6
gene-wfikkn1|wfikkn1,0,0,0,0,0,2,0,0,0,2
gene-rps9|rps9,10058,11211,8121,11671,11964,10842,8718,8573,7821,7144
gene-LOC110967865|LOC110967865,0,0,0,0,0,0,0,0,0,0
gene-ddx20|ddx20,11,18,22,17,29,42,63,60,55,95
gene-LOC110968934|LOC110968934,72,61,193,88,174,91,94,171,146,130
gene-phex|phex,143,120,103,74,67,18,13,8,11,12
gene-LOC110963451|LOC110963451,23,13,152,21,45,90,84,22,35,39
gene-LOC110971880|LOC110971880,2,2,0,0,0,0,2,0,0,0
gene-LOC110948732|LOC110948732,69,68,39,41,39,15,12,31,24,16
gene-LOC110963099|LOC110963099,0,0,0,2,0,0,0,0,2,0
gene-LOC110960815|LOC110960815,40,45,52,37,44,27,25,34,27,30
gene-heatr6|heatr6,12,32,65,46,67,80,100,126,145,156
gene-fktn|fktn,50,72,54,65,66,36,49,135,79,63
gene-abcd4|abcd4,121,82,49,67,57,67,41,56,46,27
gene-fkbp10|fkbp10,0,2,2,0,0,0,0,0,0,0
gene-bend7|bend7,0,0,0,0,0,0,0,0,0,0
gene-LOC110953841|LOC110953841,59,18,33,32,39,11,10,9,19,9
